,gender,driver_id,vetek,age,month,total_income,total_km
202,male,111,0.8,42.8,Aug-15,84976.1,9253.4
203,male,111,0.8,42.8,Sep-15,88351.4,9387.9
204,male,285,1,44.7,Jan-15,63902.6,7834.5
205,male,285,1,44.7,Oct-15,58234.5,6667.6
206,male,285,1,44.7,Nov-15,65179.4,8384.3
207,male,285,1,44.7,Dec-15,66753,8043.4
208,male,285,1,44.7,Feb-15,55312.1,7626.2
209,male,285,1,44.7,Mar-15,70160.7,8847.6
210,male,285,1,44.7,Apr-15,73502.8,8829.4
211,male,285,1,44.7,May-15,66016.5,8545.9
212,male,285,1,44.7,Jun-15,54432.4,5780.3
213,male,285,1,44.7,Jul-15,66760.4,9230.9
214,male,285,1,44.7,Aug-15,54095.5,7235.6
215,male,285,1,44.7,Sep-15,53033,5907.8
216,male,796,0.3,57,Jan-15,71534.5,8600.9
217,male,796,0.3,57,Oct-15,60596,8069.3
218,male,796,0.3,57,Nov-15,83820.8,8736.8
219,male,796,0.3,57,Dec-15,68866.7,9075.3
220,male,796,0.3,57,Feb-15,67946.9,8145.7
221,male,796,0.3,57,Mar-15,52061.4,6887.6
222,male,796,0.3,57,Apr-15,63120.2,7892.3
223,male,796,0.3,57,May-15,58350.9,8439
224,male,796,0.3,57,Jun-15,51441.8,6963.5
225,male,796,0.3,57,Jul-15,71975.8,8644
226,male,796,0.3,57,Aug-15,59680,7750.4
227,male,796,0.3,57,Sep-15,82022.8,10100.4
228,male,310,0.8,39.5,Jan-15,62089.2,8018
229,male,310,0.8,39.5,Oct-15,64172.4,8971.3
230,male,310,0.8,39.5,Nov-15,52662.3,7563.7
231,male,310,0.8,39.5,Dec-15,57086.4,7831.2
232,male,310,0.8,39.5,Feb-15,78892.6,9249
233,male,310,0.8,39.5,Mar-15,49750.3,6045.2
234,male,310,0.8,39.5,Apr-15,71965.6,8505.2
235,male,310,0.8,39.5,May-15,79170.5,9012.4
236,male,310,0.8,39.5,Jun-15,69746.7,9696.5
237,male,310,0.8,39.5,Jul-15,70711.8,8633.3
238,male,310,0.8,39.5,Aug-15,74182.5,9449.6
239,male,310,0.8,39.5,Sep-15,45705.2,6747.7
240,male,458,0.2,37,Jan-15,70933.3,8243.8
241,male,458,0.2,37,Oct-15,65703.5,9338.2
242,male,458,0.2,37,Nov-15,50055.4,7073.9
243,male,458,0.2,37,Dec-15,69651.1,9335.4
244,male,458,0.2,37,Feb-15,81325.6,9339.8
245,male,458,0.2,37,Mar-15,65501,9999.2
246,male,458,0.2,37,Apr-15,63387.8,7559.6
247,male,458,0.2,37,May-15,64773.7,9111.3
248,male,458,0.2,37,Jun-15,59791.2,7465.7
249,male,458,0.2,37,Jul-15,58251.7,9494
250,male,458,0.2,37,Aug-15,67127,7910.2
251,male,458,0.2,37,Sep-15,64787.2,7653.5
252,male,884,0.6,61.4,Jan-15,71912.4,8950.2
253,male,884,0.6,61.4,Oct-15,80247.3,9155
254,male,884,0.6,61.4,Nov-15,82831.7,8866
255,male,884,0.6,61.4,Dec-15,68251.4,8887.5
256,male,884,0.6,61.4,Feb-15,65347.6,8884
257,male,884,0.6,61.4,Mar-15,63423.7,7874.9
258,male,884,0.6,61.4,Apr-15,74099.4,8174.3
259,male,884,0.6,61.4,May-15,61346.8,7210.6
260,male,884,0.6,61.4,Jun-15,69750.9,8400
261,male,884,0.6,61.4,Jul-15,60719.1,8148.7
262,male,884,0.6,61.4,Aug-15,74828.5,9254.9
263,male,884,0.6,61.4,Sep-15,56708.6,7507.2
264,male,335,0.8,44.4,Jan-15,63917.9,7306.6
265,male,335,0.8,44.4,Oct-15,67986.4,9552.4
266,male,335,0.8,44.4,Nov-15,58631.9,7933.3
267,male,335,0.8,44.4,Dec-15,60045.1,8027.7
268,male,335,0.8,44.4,Feb-15,62460.4,7406.5
269,male,335,0.8,44.4,Mar-15,63666,8443.4
270,male,335,0.8,44.4,Apr-15,74854.3,9117.2
271,male,335,0.8,44.4,May-15,63582.7,7677.4
272,male,335,0.8,44.4,Jun-15,65422.2,7238.4
273,male,335,0.8,44.4,Jul-15,78144.1,9562.6
274,male,335,0.8,44.4,Aug-15,67955.9,8750.9
275,male,335,0.8,44.4,Sep-15,72021.8,8360.6
276,male,521,0.8,53.4,Jan-15,55271.1,7398.6
277,male,521,0.8,53.4,Oct-15,65534.8,8414.9
278,male,521,0.8,53.4,Nov-15,71493.3,8700.2
279,male,521,0.8,53.4,Dec-15,52165.2,7359.1
280,male,521,0.8,53.4,Feb-15,77482.9,9184.2
281,male,521,0.8,53.4,Mar-15,67741.8,8259.2
282,male,521,0.8,53.4,Apr-15,58931.5,6405.9
283,male,521,0.8,53.4,May-15,56334.8,8329.1
284,male,521,0.8,53.4,Jun-15,65395.7,8234.1
285,male,521,0.8,53.4,Jul-15,65767.3,9167.2
286,male,521,0.8,53.4,Aug-15,69155.5,8705
287,male,521,0.8,53.4,Sep-15,68483.7,8417.4
288,male,887,0,,Jan-15,65321.1,8991.1
289,male,887,0,,Oct-15,68115.2,7704.8
290,male,887,0,,Nov-15,67769.2,8041.8
291,male,887,0,,Dec-15,63858.1,8838.8
292,male,887,0,,Feb-15,75348.5,9290.3
293,male,887,0,,Mar-15,75808.2,9113.9
294,male,887,0,,Apr-15,65314.2,9395.4
295,male,887,0,,May-15,55071.8,7049
296,male,887,0,,Jun-15,56529.2,7474.6
297,male,887,0,,Jul-15,55989.6,7016.6
298,male,887,0,,Aug-15,63945.4,7473
299,male,887,0,,Sep-15,60676.7,7370.8
300,male,601,0.2,37.1,Jan-15,75121.6,8466
301,male,601,0.2,37.1,Oct-15,74438.1,9604.7
302,male,601,0.2,37.1,Nov-15,71919.1,7746
303,male,601,0.2,37.1,Dec-15,78175.2,8264.3
304,male,601,0.2,37.1,Feb-15,82151,9488.2
305,male,601,0.2,37.1,Mar-15,64964.7,7945.1
306,male,601,0.2,37.1,Apr-15,70656.1,9233.2
307,male,601,0.2,37.1,May-15,67605.2,8527.8
308,male,601,0.2,37.1,Jun-15,61884.9,8616.9
309,male,601,0.2,37.1,Jul-15,66707,9039.1
310,male,601,0.2,37.1,Aug-15,74851.3,7681.8
311,male,601,0.2,37.1,Sep-15,82742.3,7902.4
312,male,11,0.6,36.4,Jan-15,61627.5,8969.7
313,male,11,0.6,36.4,Oct-15,72158.6,7653
314,male,11,0.6,36.4,Nov-15,78249.3,10180.1
315,male,11,0.6,36.4,Dec-15,67566.3,8810.4
316,male,11,0.6,36.4,Feb-15,91999.9,10099.2
317,male,11,0.6,36.4,Mar-15,55952.6,7877.9
318,male,11,0.6,36.4,Apr-15,68823.5,8132.4
319,male,11,0.6,36.4,May-15,49205.1,6690
320,male,11,0.6,36.4,Jun-15,77964.3,8937.6
321,male,11,0.6,36.4,Jul-15,64210.3,7246
322,male,11,0.6,36.4,Aug-15,76167.9,10367.9
323,male,11,0.6,36.4,Sep-15,64993.3,8770.7
324,male,624,0.7,50.1,Jan-15,61810.2,7970
325,male,624,0.7,50.1,Oct-15,59080.8,7917.8
326,male,624,0.7,50.1,Nov-15,68344.4,7183.8
327,male,624,0.7,50.1,Dec-15,70458,9072.3
328,male,624,0.7,50.1,Feb-15,63324.5,8059.1
329,male,624,0.7,50.1,Mar-15,69430.6,7885.4
330,male,624,0.7,50.1,Apr-15,65274.3,8718.8
331,male,624,0.7,50.1,May-15,62429.5,8577.9
332,male,624,0.7,50.1,Jun-15,71934.7,8061.7
333,male,624,0.7,50.1,Jul-15,51232.3,7468.9
334,male,624,0.7,50.1,Aug-15,68471.3,8678.8
335,male,624,0.7,50.1,Sep-15,70281.5,8849.6
336,male,737,0.3,55.4,Jan-15,74867.6,9287.4
337,male,737,0.3,55.4,Oct-15,59434.8,7365.6
338,male,737,0.3,55.4,Nov-15,73861.2,10658.1
339,male,737,0.3,55.4,Dec-15,62161.9,6797.6
340,male,737,0.3,55.4,Feb-15,65473.3,7281.9
341,male,737,0.3,55.4,Mar-15,68086.2,8079.7
342,male,737,0.3,55.4,Apr-15,70400.4,8650.5
343,male,737,0.3,55.4,May-15,68421.4,7673.3
344,male,737,0.3,55.4,Jun-15,69740.6,7516.7
345,male,737,0.3,55.4,Jul-15,74927.1,7946.9
346,male,737,0.3,55.4,Aug-15,67913.4,8510.6
347,male,737,0.3,55.4,Sep-15,78756.1,10016.5
348,male,823,0.3,47.8,Jan-15,61474.3,7646.3
349,male,823,0.3,47.8,Oct-15,67814.9,9078.6
350,male,823,0.3,47.8,Nov-15,59166,8154.7
351,male,823,0.3,47.8,Dec-15,68839.3,8480.2
352,male,823,0.3,47.8,Feb-15,65522.8,9442.2
353,male,823,0.3,47.8,Mar-15,82116.5,8790.5
354,male,823,0.3,47.8,Apr-15,70895.8,8046.5
355,male,823,0.3,47.8,May-15,56927.9,7406.9
356,male,823,0.3,47.8,Jun-15,60754.9,7666.8
357,male,823,0.3,47.8,Jul-15,61016.2,8368
358,male,823,0.3,47.8,Aug-15,88375,9858.4
359,male,823,0.3,47.8,Sep-15,63490.4,7926.4
360,male,752,0.4,61,Jan-15,63160.3,7790
361,male,752,0.4,61,Oct-15,60701.5,8001.9
362,male,752,0.4,61,Nov-15,63475.5,8010.4
363,male,752,0.4,61,Dec-15,56144.2,7908.3
364,male,752,0.4,61,Feb-15,69233.9,8570.1
365,male,752,0.4,61,Mar-15,65966.9,8390.3
366,male,752,0.4,61,Apr-15,64842.9,7746.7
367,male,752,0.4,61,May-15,63016,9131.6
368,male,752,0.4,61,Jun-15,66400.7,9051.4
369,male,752,0.4,61,Jul-15,63178.6,8374.1
370,male,752,0.4,61,Aug-15,68284.3,9052.7
371,male,752,0.4,61,Sep-15,67646.6,9200.3
372,male,732,0.5,51.3,Jan-15,62563.9,6907.6
373,male,732,0.5,51.3,Oct-15,65464.4,7379.4
374,male,732,0.5,51.3,Nov-15,67226.7,8640.8
375,male,732,0.5,51.3,Dec-15,79204.8,9716.5
376,male,732,0.5,51.3,Feb-15,47200.3,6325.3
377,male,732,0.5,51.3,Mar-15,70004.3,8364.6
378,male,732,0.5,51.3,Apr-15,67277.3,8997.1
379,male,732,0.5,51.3,May-15,82974.7,9935.8
380,male,732,0.5,51.3,Jun-15,78988,7904.7
381,male,732,0.5,51.3,Jul-15,66581.9,7462.5
382,male,732,0.5,51.3,Aug-15,67725.1,8022.6
383,male,732,0.5,51.3,Sep-15,74644.2,8483.6
384,male,493,0.2,59.1,Jan-15,65039.5,8822.7
385,male,493,0.2,59.1,Oct-15,68907.3,8688.1
386,male,493,0.2,59.1,Nov-15,75550.2,9106
387,male,493,0.2,59.1,Dec-15,51395.5,6375.3
388,male,493,0.2,59.1,Feb-15,52456.9,6616.6
389,male,493,0.2,59.1,Mar-15,69047.5,8899.5
390,male,493,0.2,59.1,Apr-15,73133.3,7134.3
391,male,493,0.2,59.1,May-15,74015.7,8168.3
392,male,493,0.2,59.1,Jun-15,67954.1,7561.9
393,male,493,0.2,59.1,Jul-15,66866.3,8031.4
394,male,493,0.2,59.1,Aug-15,64809.8,8049.2
395,male,493,0.2,59.1,Sep-15,63710.7,7748.8
396,male,159,0.6,45.5,Jan-15,65962.5,8353.1
397,male,159,0.6,45.5,Oct-15,70050.9,8548.9
398,male,159,0.6,45.5,Nov-15,68705.7,7477.1
399,male,159,0.6,45.5,Dec-15,68558.7,8619.5
400,male,159,0.6,45.5,Feb-15,66383.2,7456.5
401,male,159,0.6,45.5,Mar-15,60650.2,9129.9
402,male,159,0.6,45.5,Apr-15,74063.2,9157.7
403,male,159,0.6,45.5,May-15,88424.6,8624.5
404,male,159,0.6,45.5,Jun-15,73073.8,8565
405,male,159,0.6,45.5,Jul-15,63912.9,8889.6
406,male,159,0.6,45.5,Aug-15,52088.9,7924.3
407,male,159,0.6,45.5,Sep-15,79080.7,8903.1
408,male,225,0.6,,Jan-15,75776.7,8598.8
409,male,225,0.6,,Oct-15,71314.8,8067.7
410,male,225,0.6,,Nov-15,66297.7,8250.4
411,male,225,0.6,,Dec-15,72179.8,9237.2
412,male,225,0.6,,Feb-15,70120.3,7862.1
413,male,225,0.6,,Mar-15,61303.1,6925.6
414,male,225,0.6,,Apr-15,64363.8,8423.1
415,male,225,0.6,,May-15,67132.6,7760.7
416,male,225,0.6,,Jun-15,76218.7,9734.8
417,male,225,0.6,,Jul-15,77038.9,8214.2
418,male,225,0.6,,Aug-15,79295.6,10415.5
419,male,225,0.6,,Sep-15,59313.8,6422.5
420,male,784,0.2,51.3,Jan-15,67524.5,8368.7
421,male,784,0.2,51.3,Oct-15,57793.5,8092.4
422,male,784,0.2,51.3,Nov-15,62679.1,8490.1
423,male,784,0.2,51.3,Dec-15,54890.5,6547.9
424,male,784,0.2,51.3,Feb-15,59824.6,7113.8
425,male,784,0.2,51.3,Mar-15,58568.7,8313
426,male,784,0.2,51.3,Apr-15,67903.3,7769.4
427,male,784,0.2,51.3,May-15,63782.4,7553.3
428,male,784,0.2,51.3,Jun-15,66259.3,8811.7
429,male,784,0.2,51.3,Jul-15,63380,8113.6
430,male,784,0.2,51.3,Aug-15,68843.4,8448.1
431,male,784,0.2,51.3,Sep-15,61200.5,8315.9
432,male,171,0.4,46.7,Jan-15,69950.2,8318
433,male,171,0.4,46.7,Oct-15,62735.1,7742
434,male,171,0.4,46.7,Nov-15,50627,8352.2
435,male,171,0.4,46.7,Dec-15,60454.5,7946.2
436,male,171,0.4,46.7,Feb-15,70293.5,8741.9
437,male,171,0.4,46.7,Mar-15,74786.5,8231.6
438,male,171,0.4,46.7,Apr-15,74452,8739.4
439,male,171,0.4,46.7,May-15,63918.7,8046.4
440,male,171,0.4,46.7,Jun-15,85355.8,7828.4
441,male,171,0.4,46.7,Jul-15,60897.3,7979.1
442,male,171,0.4,46.7,Aug-15,77571,9951
443,male,171,0.4,46.7,Sep-15,83147.3,9215.2
444,female,460,0.3,30.3,Jan-15,76865.7,8605.1
445,female,460,0.3,30.3,Oct-15,72261.7,9524.8
446,female,460,0.3,30.3,Nov-15,70802.6,8057.9
447,female,460,0.3,30.3,Dec-15,65350.8,7860.6
448,female,460,0.3,30.3,Feb-15,82712.8,9041.5
449,female,460,0.3,30.3,Mar-15,59142.9,8481.4
450,female,460,0.3,30.3,Apr-15,73096.7,8994.2
451,female,460,0.3,30.3,May-15,70545.1,8090.3
452,female,460,0.3,30.3,Jun-15,57834.4,7776.6
453,female,460,0.3,30.3,Jul-15,57898.6,7770.1
454,female,460,0.3,30.3,Aug-15,45766.2,7604.5
455,female,460,0.3,30.3,Sep-15,61690.8,8739.9
456,male,408,0.9,62.4,Jan-15,67353,8683.5
457,male,408,0.9,62.4,Oct-15,76818.7,8546.2
458,male,408,0.9,62.4,Nov-15,64922.6,8529.4
459,male,408,0.9,62.4,Dec-15,61978,8998.2
460,male,408,0.9,62.4,Feb-15,75489.4,7557.6
461,male,408,0.9,62.4,Mar-15,67634.4,8784.9
462,male,408,0.9,62.4,Apr-15,62441.8,7812.9
463,male,408,0.9,62.4,May-15,74629.3,7975.7
464,male,408,0.9,62.4,Jun-15,55911.1,7273.8
465,male,408,0.9,62.4,Jul-15,74267.8,8669.5
466,male,408,0.9,62.4,Aug-15,63764.2,8719.4
467,male,408,0.9,62.4,Sep-15,78594.8,9847.6
468,male,239,1,57.8,Jan-15,69813.9,9219.5
469,male,239,1,57.8,Oct-15,73831.8,8306.6
470,male,239,1,57.8,Nov-15,70963.4,8294.3
471,male,239,1,57.8,Dec-15,63751.8,7844.8
472,male,239,1,57.8,Feb-15,55615.8,8147.4
473,male,239,1,57.8,Mar-15,78858.2,9549.7
474,male,239,1,57.8,Apr-15,66860,8443.9
475,male,239,1,57.8,May-15,51286.7,7863.6
476,male,239,1,57.8,Jun-15,60597.7,8067.1
477,male,239,1,57.8,Jul-15,85168.8,9241.2
478,male,239,1,57.8,Aug-15,73145.2,9749.8
479,male,239,1,57.8,Sep-15,56650.3,7018.6
480,male,812,0.9,52,Jan-15,62456.9,8527.7
481,male,812,0.9,52,Oct-15,58367.5,6249.8
482,male,812,0.9,52,Nov-15,63465.2,9231.6
483,male,812,0.9,52,Dec-15,63433.8,8583.6
